Year,State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1994,IL,17997,73292,84043,85189,80764,84098,90330,104189,99813,87896,74247,60486,49980,45195,43707,38331,29805,19933,16337
1994,IN,7930,32684,40049,42133,41807,43536,40946,46420,47875,43409,37056,30124,25070,22679,21987,18936,14282,9441,7891
1994,KS,3414,14568,19159,19911,17997,17660,17583,20504,21236,18997,15538,12124,10228,9797,9615,8689,6854,4858,4596
1994,KY,4996,20894,25798,27940,28275,28468,27165,31063,31353,28591,24880,20024,17048,15427,14682,12573,9255,6251,4990
1994,LA,6342,26778,33550,36171,33899,32041,30808,34571,35377,31320,26115,20946,17633,16097,15334,12970,9258,6158,4846
1994,MA,8151,34526,41620,37848,35606,44708,51444,54309,51397,45364,39608,30727,24458,23443,24098,21796,17114,11626,10173
1994,MD,7213,30624,36802,34269,30336,32216,39168,47548,44677,39532,34829,27471,21229,18545,17547,15218,10773,6728,5456
1994,ME,1382,6457,8925,8966,8322,7914,7752,10019,10667,9929,8530,6466,5410,5210,5137,4436,3361,2298,2049
1994,MI,13188,57252,71097,69909,66688,68216,68592,78901,81269,73177,61811,49740,40280,36656,36083,31020,23352,14833,11976
1994,MN,6102,26193,35195,35590,31424,29713,32758,41165,40166,35586,28813,22620,18282,16273,15796,13959,11569,8073,7503
1994,MO,6937,30014,37902,39163,36527,36073,36200,43776,43238,38295,32971,27467,23141,21766,21290,18585,14389,10206,8924
1994,MS,3860,16340,19892,21981,21880,21753,17923,19743,20395,18343,15636,12824,11262,10201,9847,8375,6289,4430,3562
1994,MT,997,4610,6466,7022,6436,5270,4586,6162,7241,7037,5709,4425,3683,3334,3186,2815,2306,1505,1178
1994,NC,9519,40414,48300,46940,47360,56452,56929,60168,59219,53385,46923,37487,31557,28677,28074,23759,17086,10967,8324
1994,ND,760,3332,4700,5087,4792,4743,4240,4696,5193,4707,3647,2831,2552,2491,2442,2161,1889,1393,1231
1994,NE,2108,9092,12177,12809,11752,11071,10606,12958,13168,12103,9817,7650,6666,6363,6245,5512,4456,3222,3103
1994,NH,1472,6580,8772,8156,7100,7294,7816,10245,10680,9301,7935,5879,4534,4162,4089,3513,2675,1793,1537
1994,NJ,11317,47705,54987,51832,49228,49973,58920,71985,69536,60545,53737,43562,34808,32971,32408,28871,21498,14048,11012
1994,NM,2580,10971,13469,14136,12726,11298,10924,13887,13716,12468,10385,8018,6794,6274,5747,4864,3431,2237,1696
1994,NV,2291,9069,10643,9959,8749,9323,12309,14540,12909,11177,9884,8223,6840,6035,6024,4883,3133,1677,1059
1994,NY,26577,112003,126894,121698,118809,129227,144824,161044,152599,136021,118761,97355,80332,75410,71640,61877,46509,31806,26804
1994,OH,15078,63593,79473,80936,76947,77542,77877,89327,92997,83799,71757,57744,49296,45263,44853,39201,29174,18826,15310
1994,OK,4185,18477,23725,25457,23807,23381,21301,25463,25870,23154,20219,16672,14322,13261,12853,11032,8331,6002,5050
1994,OR,3991,16837,21863,22743,21287,19936,20803,24478,26404,26369,22050,16495,12789,11511,11931,10936,8639,5731,4567
1994,PA,15095,65457,82492,81880,77987,82723,82534,93613,100095,90652,77818,63156,54115,53495,56015,50777,38818,25204,19672
1994,RI,1326,5733,6708,6376,6239,8047,7739,8283,8509,7407,6383,4963,4070,3984,4309,4050,3101,2114,1761
1994,SC,4959,21893,26429,26861,26830,28907,27353,29980,29749,27425,23945,19205,15945,14523,14098,11924,8345,5143,3796
1994,SD,910,4177,5616,6090,5526,4795,4414,5400,5671,5182,4035,3217,2872,2841,2789,2527,2054,1446,1373
1994,TN,6923,29157,35282,36549,36090,38293,38208,42784,42467,39227,34643,28231,23591,21318,19945,17143,12623,8609,6816
1994,TX,30553,122613,144629,148249,136544,138847,144035,166791,157174,134543,111479,86136,69800,62487,58614,49106,34728,24020,19367
1994,UT,3686,14188,17397,19610,19470,16603,14936,14837,14542,12739,10006,7776,6298,5507,5145,4421,3398,2185,1676
1994,VA,8768,37428,45358,44128,42126,48963,52688,59521,57396,51081,45396,35471,27695,23999,22639,19341,13690,8711,6823
1994,VT,687,3163,4361,4306,3857,4196,3851,4471,5142,4842,4093,3067,2390,2180,2093,1801,1368,944,845
1994,WA,7444,31477,39429,39825,35675,34948,38912,47576,48218,44145,37130,27878,21364,18703,17978,16263,12451,8239,6585
1994,WI,6204,27997,38089,39238,36044,34741,36078,42094,43259,39012,32190,25297,21310,19803,19316,17016,13869,9494,8240
1994,WV,2012,8613,10806,12574,13765,13229,10864,12455,14439,14182,12355,9858,8854,8259,8423,7230,5340,3590,2736
1994,WY,592,2604,3636,4215,3862,3137,2583,3652,4325,4038,3150,2405,1940,1712,1600,1314,966,636,506
1995,AK,886,4051,5376,5042,4300,3686,4010,5973,6216,5748,4408,3082,2032,1414,1060,770,452,223,143
1995,AL,5636,24074,29703,31186,31919,31650,29963,32180,34003,31536,28145,22804,19447,17887,16898,14471,10803,7357,5815
1995,AR,3292,13976,17814,18960,18898,17523,16099,18566,18862,17652,16122,13485,11337,10647,10493,9230,7242,5047,4073
1995,AZ,7036,27465,32573,31680,30191,31105,33941,37592,35760,31426,27101,21590,17876,16947,17974,16458,12110,7504,5339
1995,CA,52549,227238,249049,232911,208796,217851,264842,290732,272248,235109,199142,152312,118490,103156,101232,90969,66860,44206,35419
1995,CO,5177,21336,27688,27749,25454,25845,28918,34807,36490,33131,27715,19803,14904,12771,11538,9868,7151,4687,3963
1995,CT,4369,18764,23985,21377,19775,19865,23590,28461,29183,25846,23307,19012,14355,13058,12915,11972,9683,6477,5499
1995,DC,720,3387,3558,2889,3196,5144,6328,5541,4714,4122,3581,2899,2366,2096,2158,1941,1444,1013,825
1995,DE,974,4125,5166,4959,4768,4980,5726,6211,6292,5408,4771,3870,3148,3018,2945,2525,1805,1088,861
1995,FL,17937,76639,95910,92294,85437,86691,96207,118706,115813,102232,90151,74624,64361,64991,75602,71982,54830,35894,27204
1995,GA,10312,43380,54165,53021,51874,54067,58300,66500,63130,55755,49659,37967,28982,24774,22376,18806,14040,9254,7114
1995,HI,1736,7533,8476,8464,7852,8199,9112,10395,10127,9421,8094,6236,4738,4523,4622,4069,2878,1742,1332
1995,IA,3450,14592,19485,21080,21250,19349,18656,20242,22763,21591,18445,14445,12528,11642,11563,10660,8817,6282,5979
1995,ID,1674,7026,9048,10188,10241,8202,6892,8360,9417,8984,7590,5858,4745,4082,3784,3396,2697,1834,1408
1995,IL,17721,73685,85867,85788,82987,82594,89469,102741,101124,89812,77640,61900,50298,44599,43196,38639,29901,20486,16758
1995,IN,7939,32791,40669,42246,42908,42565,41333,45661,48463,44526,38885,30959,25376,22531,21817,19207,14430,9724,8068
1995,KS,3380,14310,19066,19880,18676,17385,17669,19985,21467,19634,16408,12571,10337,9733,9515,8768,6933,4931,4674
1995,KY,4979,20902,26062,27701,28786,28119,27167,30807,31778,29274,26135,20636,17340,15530,14740,12734,9307,6372,5130
1995,LA,6147,26608,33472,36156,34981,31628,30580,33840,35659,32157,27410,21629,17849,16071,15321,13142,9420,6269,5016
1995,MA,8070,33747,42804,38522,36443,42122,51258,54105,52362,46526,41404,32144,24734,23193,23693,21877,17337,11910,10393
1995,MD,7113,30102,37917,35047,31177,31177,37755,47251,45495,40349,36228,28485,21641,18512,17459,15358,11118,6987,5651
1995,ME,1337,6153,8888,9011,8422,7580,7570,9741,10694,10103,8982,6729,5450,5179,5105,4494,3404,2370,2087
1995,MI,13020,56122,72802,70391,68245,66378,68436,77536,81934,75002,65059,51287,40735,36266,35751,31543,23627,15465,12301
1995,MN,6030,25623,35258,35899,32725,29254,32389,40357,41170,36626,30585,23411,18673,16294,15737,14142,11569,8299,7667
1995,MO,6919,29739,38420,39471,37774,35510,36004,42957,44141,39385,34555,28249,23439,21792,21220,18801,14464,10298,9084
1995,MS,3798,16327,20066,21885,22459,21534,18305,19481,20736,18950,16526,13227,11434,10322,9889,8420,6358,4425,3702
1995,MT,982,4467,6381,7025,6678,5438,4615,5967,7357,7322,6179,4649,3830,3392,3210,2848,2346,1549,1233
1995,NC,9537,40380,50175,47759,48515,55184,58612,60509,60854,55243,49489,39313,32204,29261,28269,24242,17506,11366,8747
1995,ND,756,3238,4623,5053,4972,4689,4262,4498,5211,4877,3883,2940,2544,2476,2434,2186,1879,1405,1273
1995,NE,2121,8922,12176,12851,12161,11136,10634,12663,13387,12455,10475,7951,6697,6345,6199,5574,4475,3261,3149
1995,NH,1444,6352,8944,8316,7345,6952,7732,10040,10950,9635,8402,6184,4645,4192,4120,3582,2730,1858,1585
1995,NJ,11165,47484,56893,52512,49882,48811,57355,71575,70968,62150,55705,45005,35155,32345,31998,28952,21919,14509,11444
1995,NM,2561,10917,13642,14376,13252,11510,10844,13757,14116,12893,11142,8474,7017,6404,5849,4987,3521,2336,1775
1995,NV,2412,9322,11308,10460,9355,9687,12571,15240,13689,11942,10709,8837,7324,6344,6265,5139,3344,1826,1162
1995,NY,25883,110947,130492,123024,120507,124247,142830,159060,154309,137896,123086,99712,80812,74064,70850,62221,46914,32424,27416
1995,OH,14885,62629,80013,80731,78476,75495,77514,87493,93618,85648,75704,58858,49521,44765,44286,39697,29532,19445,15685
1995,OK,4146,18300,23906,25612,24444,23295,21432,24706,26149,23764,20953,17140,14422,13364,12861,11185,8441,6021,5176
1995,OR,4086,16773,22290,23026,22182,20062,21385,24255,26492,26985,23542,17387,13293,11601,11801,11040,8747,5943,4776
1995,PA,14678,64070,83559,82325,79576,79174,82309,91221,100703,92887,81548,64652,54234,52196,54863,50963,39430,26058,20338
1995,RI,1301,5593,6873,6420,6435,7441,7816,8043,8567,7598,6633,5158,4076,3867,4188,4077,3156,2152,1820
1995,SC,4855,21463,27125,26915,27389,28077,27438,29724,30039,28069,25104,20021,16300,14834,14152,12095,8630,5335,3999
1995,SD,895,4069,5564,6059,5740,4818,4417,5242,5773,5391,4323,3348,2885,2835,2776,2554,2068,1454,1393
1995,TN,6916,29235,36284,36819,37073,37903,38586,43056,43283,40443,36485,29356,24132,21655,20121,17355,12849,8786,7071
1995,TX,30675,123688,146832,150250,141412,139956,145264,166772,161703,140022,117809,90594,71232,63438,59200,50093,35604,24471,20088
1995,UT,3817,14309,17526,19367,20597,17495,15340,14875,14865,13352,10729,8176,6464,5647,5195,4503,3501,2265,1759
1995,VA,8635,37028,46526,44680,43105,47430,52024,59264,58363,52300,47327,36995,28397,24168,22772,19627,14125,8971,7138
1995,VT,653,3043,4402,4367,3989,3947,3907,4326,5154,4965,4339,3229,2456,2185,2108,1834,1401,957,870
1995,WA,7411,31170,40056,40465,37183,34941,39206,47448,48934,45644,39302,29502,22058,18862,17979,16380,12809,8563,6889
1995,WI,6028,27375,38111,39466,37262,34157,35906,41281,44112,40232,34204,26225,21589,19662,19296,17294,13887,9768,8489
1995,WV,2001,8656,10912,12359,13836,13012,10963,12067,14274,14252,12998,10046,8855,8181,8324,7321,5345,3671,2819
1995,WY,579,2534,3558,4182,4003,3202,2589,3476,4309,4163,3362,2516,2007,1730,1606,1345,991,653,538
1996,AK,859,3912,5370,5131,4444,3717,3859,5718,6150,5854,4738,3189,2141,1450,1085,792,475,247,158
1996,AL,5548,23769,30102,31074,32406,30660,30675,31515,34233,32370,29603,23206,19774,17934,16963,14473,11032,7458,5965
1996,AR,3340,14085,18223,19096,19382,17390,16573,18270,19189,18117,16933,13695,11690,10737,10476,9172,7324,5084,4173
1996,AZ,7161,27963,34026,32780,31818,31277,35179,37584,37106,32832,29207,22510,18854,17336,18515,16650,12794,7873,5654
1996,CA,50815,222145,260840,238126,216435,212236,262041,284493,274738,240432,208980,156045,121583,102692,101397,90442,69634,45592,36626
1996,CO,5276,21385,28139,28367,26596,25964,30103,34055,37114,34219,29780,20712,15503,12877,11771,9897,7498,4871,4134
1996,CT,4274,18373,24251,21736,20103,18917,23129,27873,29523,26643,24154,19509,14698,12810,12774,11786,9828,6683,5691
1996,DC,671,3181,3636,2828,3297,4544,6434,5391,4680,4074,3723,2912,2417,2060,2086,1886,1454,1004,827
1996,DE,965,4049,5296,5043,4964,4740,5803,6120,6419,5607,5042,3969,3262,3012,2980,2551,1906,1135,900
1996,FL,17939,75660,98713,94923,88865,85819,97063,117585,119468,106595,95911,77199,66800,65236,76366,72402,57069,37019,28415
1996,GA,10433,43606,55975,54063,53930,53297,59799,66629,64905,57740,52558,39295,30140,25221,22711,18836,14526,9469,7420
1996,HI,1649,7347,8683,8477,8012,8159,8775,10192,10055,9534,8520,6489,4906,4444,4565,4149,3035,1826,1423
1996,IA,3461,14554,19508,20963,21872,18758,19044,19452,22801,21908,19610,14549,12650,11494,11414,10529,8917,6389,6065
1996,ID,1721,7119,9169,10199,10597,8323,7267,8193,9538,9255,8140,6030,4916,4144,3833,3367,2785,1897,1465
1996,IL,17326,73430,88143,86547,85297,80713,89958,100401,102057,91746,81779,62592,51093,44102,42700,38209,30288,20894,17164
1996,IN,7898,32755,41207,42255,43909,41262,42500,44522,48932,45651,41059,31372,25965,22363,21606,19140,14750,9954,8273
1996,KS,3351,14249,18965,19869,19331,17009,17793,19184,21492,20133,17419,12815,10482,9586,9442,8641,7088,4988,4762
1996,KY,4940,20840,26446,27493,29154,27409,27711,30195,32038,29879,27530,20977,17820,15498,14698,12667,9521,6460,5279
1996,LA,6016,26090,33407,35833,35803,31079,30745,32869,35756,32902,28982,21972,18224,16033,15287,13173,9718,6310,5163
1996,MA,7838,33322,43526,39395,37504,39330,51206,53268,53104,47673,43449,33120,25345,22863,23393,21678,17664,12164,10648
1996,MD,6934,29175,38411,35458,32072,30265,37054,46456,46347,41372,38007,29174,22391,18512,17357,15276,11633,7250,5880
1996,ME,1322,5941,8834,9087,8555,7259,7572,9426,10770,10313,9514,6956,5574,5164,5091,4480,3474,2398,2128
1996,MI,12808,55193,73853,70908,69805,64300,69270,75932,82321,77002,68974,52283,41736,35962,35330,31457,24270,15967,12657
1996,MN,6068,25361,35143,36130,34100,28808,32582,39211,41933,37650,32692,23933,19240,16295,15698,14062,11696,8511,7825
1996,MO,6906,29523,38993,39880,39052,34668,36539,41608,44820,40501,36472,28610,24029,21662,21102,18710,14783,10340,9229
1996,MS,3727,16201,20331,21710,22955,20898,19010,19035,20942,19517,17484,13462,11625,10369,9938,8406,6472,4397,3818
1996,MT,980,4371,6284,6994,6852,5494,4729,5726,7339,7505,6629,4799,3975,3417,3245,2832,2370,1591,1288
1996,NC,9652,40316,52009,48944,49881,53446,60849,60217,62369,57154,52455,40705,33195,29762,28439,24259,18201,11744,9067
1996,ND,740,3203,4476,4995,5116,4648,4313,4294,5184,5016,4176,3018,2566,2462,2413,2181,1862,1412,1305
1996,NE,2118,8909,12162,12834,12609,11118,10850,12263,13536,12749,11203,8136,6788,6266,6179,5554,4516,3268,3177
1996,NH,1409,6224,8962,8468,7671,6608,7824,9752,11178,10020,8933,6477,4828,4226,4143,3596,2826,1934,1628
1996,NJ,10920,46809,58450,53355,50594,47607,56423,70533,72279,63972,58171,46021,35988,31786,31689,28607,22542,14848,11901
1996,NM,2528,10763,13753,14478,13729,11610,10976,13402,14437,13280,11963,8806,7329,6480,6003,5031,3662,2435,1868
1996,NV,2490,9715,12040,11106,10047,10057,12877,15590,14439,12737,11639,9342,7873,6650,6554,5337,3614,2007,1275
1996,NY,24859,108458,133658,124338,122534,119648,142097,155929,156196,140153,128781,101166,82372,72881,69932,61591,47772,32711,27958
1996,OH,14675,61771,80510,80693,80021,72846,78235,85018,93709,87517,79802,59430,50238,44117,43623,39438,30283,19912,16030
1996,OK,4207,18019,24039,25548,25127,23087,22052,23836,26453,24428,22062,17419,14766,13388,12891,11120,8680,5963,5285
1996,OR,4111,16813,22557,23209,22991,20268,22155,23944,26671,27480,25226,18154,13989,11689,11730,10874,8974,6119,4966
1996,PA,14149,62468,83944,82853,81202,75319,82912,88421,100866,95013,85914,65684,54962,50967,53778,50524,40204,26820,20952
1996,RI,1281,5406,6986,6451,6672,6847,7985,7821,8664,7826,6973,5333,4150,3790,4092,4018,3227,2200,1884
1996,SC,4857,21078,27976,27234,28082,27038,27974,29158,30309,28639,26414,20525,16810,15009,14317,12129,8976,5540,4192
1996,SD,891,3962,5465,5937,5928,4807,4475,5048,5821,5561,4671,3434,2914,2819,2767,2530,2097,1486,1410
1996,TN,6847,29072,37188,37101,38068,37037,39716,42868,44006,41696,38660,30088,24905,21928,20259,17311,13280,8908,7300
1996,TX,31082,124711,151242,153277,146880,139386,148194,164193,164714,145022,124799,93290,73374,63777,59921,50478,37040,24826,20792
1996,UT,3973,14594,17771,19136,21437,18280,15987,14881,15129,13898,11545,8438,6687,5729,5278,4527,3608,2367,1845
1996,VA,8509,36509,47359,45274,44342,45847,52108,58400,59268,53775,49617,38067,29403,24378,22929,19622,14776,9238,7403
1996,VT,630,2952,4388,4422,4138,3681,4026,4140,5157,5065,4607,3362,2549,2192,2134,1852,1441,986,894
1996,WA,7370,30980,40731,41049,38697,34850,39693,46509,49319,46814,41616,30624,22927,18909,18064,16174,13276,8841,7218
1996,WI,5845,26998,37907,39670,38467,33441,36122,40248,44752,41316,36463,26875,22014,19513,19226,17220,14011,10018,8667
1996,WV,1944,8525,10915,12076,13776,12592,11357,11715,14076,14325,13727,10197,8973,8127,8176,7301,5424,3685,2884
1996,WY,580,2486,3487,4111,4111,3199,2667,3269,4215,4253,3599,2582,2068,1732,1614,1364,1016,676,560
1997,AK,866,3840,5435,5256,4603,3755,3785,5369,5996,5876,4824,3472,2265,1498,1100,826,514,262,174
1997,AL,5649,23618,30883,31233,32658,30240,30964,30686,34104,33161,29495,25146,20242,18032,16902,14480,11293,7532,6133
1997,AR,3355,14067,18408,19000,19577,17473,16952,17869,19365,18637,16867,14824,12175,10858,10468,9127,7416,5084,4280
1997,AZ,7188,28074,34887,33173,33246,32448,36314,37477,38344,34417,30033,25128,20140,18067,18752,16898,13341,8245,5922
1997,CA,49294,214642,268550,239844,224369,215304,260707,280283,278218,248668,211219,171979,126664,104689,100408,89751,72608,46732,37999
1997,CO,5428,21693,28843,29025,27820,26694,31108,33134,37306,35162,30315,23179,16299,13086,11885,9958,7849,5026,4283
1997,CT,4212,18016,24395,22031,20470,18560,22456,27110,29610,27415,23818,21126,15310,12716,12454,11614,9937,6913,5854
1997,DC,649,3000,3722,2810,3396,4324,6365,5233,4640,4061,3699,3095,2463,2058,2013,1827,1462,996,831
1997,DE,976,4009,5419,5114,5145,4690,5753,5966,6472,5817,5032,4342,3415,3016,2978,2567,1980,1201,927
1997,FL,18164,75244,101054,97346,92527,86789,98018,115559,122305,111340,97271,84967,70013,66643,75886,72628,58829,38136,29628
1997,GA,10747,43826,57586,55025,55749,53924,61300,66384,66367,59981,52857,43432,31684,25800,22961,18901,14966,9715,7752
1997,HI,1586,7060,8811,8411,8120,8262,8517,9932,9989,9660,8615,7169,5161,4448,4499,4177,3192,1916,1507
1997,IA,3493,14494,19645,20750,22281,18762,18994,18752,22609,22151,19782,15768,12845,11480,11163,10447,9046,6431,6178
1997,ID,1761,7211,9385,10153,10850,8587,7610,8047,9585,9468,8308,6640,5113,4248,3881,3346,2863,1943,1548
1997,IL,17184,72597,90435,86984,86951,80515,89931,97495,101985,93725,81762,67372,52494,44200,41718,37832,30866,21174,17568
1997,IN,8017,32905,42303,42541,44654,40857,42770,43098,48700,46548,40989,33881,26683,22340,21189,19061,15166,10087,8479
1997,KS,3443,14307,19127,19949,19902,17256,17705,18368,21355,20520,17577,14009,10764,9499,9289,8564,7223,5018,4841
1997,KY,5048,21062,27280,27705,29319,27098,27929,29309,31897,30349,27394,22714,18335,15523,14603,12638,9772,6458,5379
1997,LA,6068,25456,33644,35328,36341,31120,30648,31967,35460,33666,29114,23799,18753,16054,15153,13192,10030,6397,5329
1997,MA,7766,32723,43925,40039,38677,38258,50277,52116,53690,49002,43323,36426,26480,22785,22899,21498,17911,12419,10867
1997,MD,6993,28681,39081,36208,33095,29960,36147,45012,46583,42340,37705,31701,23361,18663,17206,15185,12069,7531,6042
1997,ME,1314,5740,8722,9068,8682,7048,7557,9042,10763,10512,9556,7707,5805,5163,5079,4502,3561,2438,2171
1997,MI,12841,54415,74820,71343,70852,63265,68881,73839,81536,78566,69037,56455,43222,35915,34475,31378,24878,16345,13010
1997,MN,6138,25379,35281,36315,35332,29146,32344,37685,42138,38483,33207,26083,19909,16444,15532,13991,11951,8590,8029
1997,MO,6967,29296,39509,40052,40014,34643,36740,40051,45031,41693,36574,30898,24892,21677,20873,18591,15134,10306,9368
1997,MS,3800,16045,20916,21541,23272,20623,19506,18600,20960,20071,17567,14629,11895,10515,9876,8445,6593,4432,3874
1997,MT,956,4280,6201,6889,6955,5560,4797,5440,7187,7555,6728,5252,4119,3472,3218,2832,2395,1643,1328
1997,NC,9962,40384,53740,50118,51083,53454,61950,59755,63399,59010,52695,44753,34587,30235,28332,24383,18858,12013,9484
1997,ND,734,3173,4394,4871,5226,4714,4226,4070,5088,5084,4285,3280,2612,2458,2360,2182,1851,1408,1332
1997,NE,2152,8955,12203,12797,12952,11205,10944,11757,13478,12937,11353,8870,6939,6239,6109,5521,4608,3279,3204
1997,NH,1406,6138,8982,8630,7974,6472,7795,9348,11233,10342,8974,7233,5109,4281,4120,3606,2891,1953,1680
1997,NJ,10803,45884,59501,54114,51127,47431,55603,69272,73047,66056,57689,49916,37362,31719,30970,28413,22970,15257,12251
1997,NM,2544,10657,14065,14615,14082,11678,11000,12814,14389,13539,12087,9658,7569,6564,6097,5065,3862,2476,1990
1997,NV,2596,10212,12782,11717,10856,10775,13345,15939,15237,13704,12080,10604,8543,7136,6711,5529,3869,2133,1378
1997,NY,24247,105216,135875,125307,124042,119006,140035,152580,157049,142736,127893,108950,84436,72688,68214,61207,48725,33142,28508
1997,OH,14745,61158,81549,80816,81223,71651,77774,82198,92487,89232,79364,64354,51388,43972,42486,39165,31052,20422,16314
1997,OK,4398,17883,24341,25354,25784,23217,22471,22906,26444,25047,22050,18912,15256,13476,12792,11078,8917,5931,5371
1997,OR,4191,17059,22941,23445,23672,20900,22575,23524,26538,27630,25494,20192,14730,11909,11562,10716,9235,6217,5124
1997,PA,13995,61022,84470,83485,82690,73451,81780,85443,99547,96596,85479,71182,56240,50251,52061,50034,40958,27536,21464
1997,RI,1265,5280,7110,6533,6924,6612,7872,7592,8667,8038,6950,5847,4293,3751,3921,3942,3286,2259,1913
1997,SC,4960,20825,28756,27600,28671,26781,28312,28592,30522,29387,26557,22569,17588,15323,14427,12150,9395,5736,4403
1997,SD,887,3932,5459,5907,6043,4847,4425,4779,5767,5622,4776,3705,2950,2780,2732,2510,2133,1494,1443
1997,TN,6977,28898,38044,37276,38731,36856,40390,42249,44371,42926,38739,32932,25968,22275,20329,17306,13661,9048,7500
1997,TX,31457,125230,155435,155061,152164,141505,151222,161138,166659,150621,126419,102629,76480,64798,60116,50743,38714,25223,21426
1997,UT,4161,15084,18276,19016,21844,19368,16449,14832,15205,14304,11807,9246,6947,5834,5301,4567,3728,2438,1924
1997,VA,8572,36138,48197,45924,45446,45342,51661,56961,59684,55208,49240,41704,30684,24797,22916,19595,15299,9541,7678
1997,VT,616,2836,4314,4404,4267,3570,4020,3979,5117,5149,4654,3736,2689,2211,2122,1874,1466,1010,920
1997,WA,7544,30900,41538,41534,40218,35765,40059,45493,49526,47982,42024,34008,24146,19280,17896,15964,13718,9059,7504
1997,WI,5805,26783,38040,39910,39422,33565,35468,38978,44724,42120,36820,29204,22618,19540,18908,17209,14224,10149,8907
1997,WV,1920,8380,11014,11843,13522,12312,11562,11399,13694,14351,13692,11080,9127,8140,7966,7255,5535,3695,2941
1997,WY,572,2453,3440,4017,4167,3207,2742,3067,4077,4276,3671,2825,2132,1761,1623,1385,1057,693,576
1998,AK,862,3865,5556,5420,4788,3778,3905,5010,5829,5843,4968,3619,2414,1554,1119,854,557,289,192
1998,AL,5649,23353,31110,31132,32729,30312,30973,30195,34187,33897,30101,26175,21228,18431,16679,14631,11577,7417,6267
1998,AR,3378,14209,18614,19004,19752,17552,17184,17411,19515,18977,17145,15274,12785,11081,10381,9154,7441,5071,4363
1998,AZ,7451,28904,36572,34555,34762,33566,36728,36855,38893,35649,30989,26451,21645,18863,18900,17306,13777,8589,6256
1998,CA,48455,207798,272740,243033,233004,220997,259417,275462,281435,256551,218477,180959,134943,108422,99579,89637,74433,47562,39279
1998,CO,5639,22266,29759,29689,29030,27745,31805,32467,37151,35804,31260,24586,17438,13488,11818,10167,8074,5204,4465
1998,CT,4206,17970,24545,22739,20935,18397,21633,26187,29387,28050,24056,21555,16353,12834,12064,11581,9973,7097,6040
1998,DC,622,2742,3618,2709,3498,4494,6123,5083,4646,4114,3772,3241,2597,2101,1956,1796,1466,970,843
1998,DE,992,4018,5501,5232,5319,4796,5574,5827,6466,6013,5148,4521,3629,3083,2983,2616,2042,1255,975
1998,FL,18283,74862,102871,99621,96027,88254,98833,112298,124431,115594,100666,88913,74812,68924,74469,73509,60128,38928,30892
1998,GA,11121,44534,59129,56449,57278,55088,62454,65622,67606,61913,53983,45641,33944,26599,22872,19138,15382,9857,8115
1998,HI,1553,6720,8798,8290,8197,8306,8484,9575,9937,9670,8804,7486,5510,4492,4368,4244,3334,2028,1596
1998,IA,3492,14567,19783,20628,22535,19176,18518,18311,22287,22330,20241,16310,13277,11593,10849,10459,9058,6499,6299
1998,ID,1801,7332,9652,10127,11024,8831,7869,7977,9524,9569,8575,6946,5428,4393,3884,3422,2901,2004,1637
1998,IL,17008,71448,91550,87433,88425,81447,89977,94841,101512,95856,83368,69339,55015,45032,40741,37800,31064,21404,18124
1998,IN,8071,33102,43077,42831,45173,41173,42276,42060,48272,47236,41661,34869,27864,22715,20613,19186,15403,10291,8712
1998,KS,3513,14503,19280,19995,20493,17736,17533,17728,21191,20825,18051,14600,11288,9569,9046,8539,7332,5005,4946
1998,KY,5032,20958,27419,27455,29252,27357,28058,28732,31930,31055,27882,23746,19191,15920,14397,12744,9997,6437,5462
1998,LA,6157,25156,33710,34891,36706,31432,30309,31118,35022,34251,29819,24631,19579,16308,14874,13414,10215,6400,5435
1998,MA,7748,32502,43977,41138,39893,38538,48063,50855,53881,50253,44060,37820,28368,23012,22204,21493,18094,12633,11128
1998,MD,6956,28574,39433,37181,34136,30039,35357,43243,46550,43318,38149,32771,24833,19125,16974,15237,12393,7760,6289
1998,ME,1305,5687,8601,9126,8795,6922,7431,8698,10607,10630,9690,8102,6172,5233,5000,4571,3619,2465,2205
1998,MI,12742,54085,75106,72055,71556,62970,67868,71927,80356,79735,70152,58000,45625,36461,33348,31520,25252,16687,13450
1998,MN,6142,25673,35489,36646,36316,29887,32025,36147,41929,39288,34148,27038,20998,16828,15249,14104,12062,8724,8215
1998,MO,6999,29341,39923,40323,40773,35040,36532,38455,44801,42614,37262,31780,26123,21938,20624,18670,15353,10324,9460
1998,MS,3866,15935,21198,21349,23425,20731,19606,18365,21062,20578,18023,15278,12402,10776,9700,8559,6716,4353,3966
1998,MT,950,4250,6170,6838,7022,5598,4849,5195,6963,7506,6903,5448,4323,3542,3156,2873,2385,1683,1383
1998,NC,10276,40693,54879,51355,52182,54643,61826,59671,64404,60713,53933,46925,36804,31018,27992,24642,19370,12200,9879
1998,ND,708,3162,4304,4775,5313,4793,4079,3887,4935,5092,4423,3405,2691,2440,2295,2221,1836,1400,1375
1998,NE,2145,9059,12211,12740,13223,11382,10989,11270,13325,13030,11642,9202,7240,6266,5951,5583,4625,3298,3252
1998,NH,1395,6165,9000,8898,8269,6527,7583,9000,11151,10642,9160,7641,5564,4397,4092,3666,2960,1984,1726
1998,NJ,10762,45315,60046,55350,51712,47388,55189,67516,73298,68016,58454,51210,39677,32120,30132,28458,23277,15598,12723
