Year,State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2002,WY,577,2432,3154,3595,3994,3660,2804,2979,3161,3991,4186,3578,2737,2069,1645,1450,1141,788,650
2003,AK,894,3668,4758,5589,5290,4677,4032,4386,4733,5483,5615,4755,3327,2123,1352,1005,697,415,271
2003,AL,5573,23386,29584,32344,31836,32357,27697,29946,30882,34001,33422,29925,25577,20447,17126,14511,11871,8138,6380
2003,AR,3499,14377,17929,19230,19128,19445,17013,17373,18103,19743,19112,17351,15407,12725,10630,8971,7475,5291,4480
2003,AZ,8613,32853,38833,41017,38817,40622,38280,38648,38055,40068,37045,33085,28817,23754,20206,17967,14922,10212,7506
2003,CA,51869,199172,254471,277792,255543,260118,251120,269232,270721,277092,254294,218488,175995,129538,102987,89289,77801,57034,45819
2003,CO,6464,25296,29981,32270,32286,33189,31930,34778,33580,37324,35776,31267,24063,16835,12607,10620,8685,6219,5071
2003,CT,4191,17389,23409,25448,23703,19924,19052,23393,27151,29512,27794,23692,20466,15125,11611,10823,9948,7780,7057
2003,DC,670,2470,2996,3316,3749,5034,5180,5061,4351,4106,3871,3714,3103,2391,1799,1575,1403,1060,870
2003,DE,1092,4169,5234,5852,5828,5716,5045,5463,6112,6493,6110,5301,4663,3717,3043,2734,2188,1502,1165
2003,FL,20202,80189,100508,113158,109180,107773,98389,111111,121150,131377,122291,108782,97808,83970,75150,71388,62407,44138,34351
2003,GA,12562,50388,60040,64758,61323,62819,60074,67200,67547,68512,62558,54386,44712,32850,24915,20072,15874,11042,8718
2003,HI,1687,6208,7849,8628,8215,9356,8196,8491,8802,9440,9435,8885,7443,5279,4325,4069,3688,2559,2039
2003,IA,3591,14700,18882,20761,21724,21473,16384,18102,18957,22107,21853,19621,15666,12542,10572,9699,8918,6886,6600
2003,ID,2001,8148,9912,10677,10841,10336,8513,8690,8684,9807,9689,8698,7066,5469,4298,3565,3031,2256,1908
2003,IL,17206,69226,87416,93044,89136,88100,84712,90880,91745,98499,92818,80741,65187,50648,40065,35302,31201,22947,19813
2003,IN,8163,33810,42677,45347,44825,45006,38528,41880,43574,47874,46345,40681,33162,26021,20562,18166,15957,11302,9417
2003,KS,3632,14969,18539,19867,20633,20302,15967,17474,17765,20705,20308,17486,13942,10586,8703,7993,7194,5477,5087
2003,KY,5113,21214,26657,28413,27905,29613,25812,28361,29417,31763,31000,27798,23205,18469,14728,12409,10268,7126,5650
2003,LA,6135,25353,31095,34183,34875,35497,28453,29381,30941,34241,33454,29306,23855,18554,14904,12909,10719,7325,5678
2003,MA,7707,30990,40237,44251,44195,42707,41191,45758,50351,52880,49220,43246,36226,26661,21166,19778,18151,13710,12215
2003,MD,7200,28750,36559,41354,38072,34977,33527,38787,43726,46604,43214,37930,31464,23203,17426,14968,12862,9261,7284
2003,ME,1328,5594,7656,9088,9300,7580,6711,8096,9479,10902,10835,9858,8177,6155,5062,4505,3873,2761,2425
2003,MI,12557,52572,69106,76639,72962,68892,58940,68673,71927,79014,77845,68063,55106,42419,33021,29573,26218,18665,15232
2003,MN,6538,26376,33819,37223,37723,35327,31180,34154,36746,41862,38993,33566,26187,20073,15603,13757,12224,9418,9024
2003,MO,7186,29282,37588,41446,41181,40356,34298,37330,39136,44727,42545,37164,31289,25183,20500,18026,15608,11207,9786
2003,MS,3859,16029,19939,21919,21765,22294,17666,18767,19044,20936,20409,17877,15049,11961,9969,8399,6842,4674,3870
2003,MT,1018,4245,5584,6504,7032,6477,4691,5184,5506,7064,7465,6888,5394,4244,3347,2898,2410,1823,1586
2003,NC,11161,45416,54576,59078,57095,57671,55500,62718,62627,65561,61840,55334,47583,36630,29654,24934,20597,14059,11028
2003,ND,673,2852,3842,4312,5161,5597,3387,3654,3820,4738,4841,4227,3251,2499,2216,2072,1853,1420,1457
2003,NE,2352,9367,11530,12554,13263,12728,10471,11106,11220,13111,12751,11343,8819,6785,5726,5282,4683,3499,3356
2003,NH,1421,6002,8338,9543,9249,7704,6561,8561,10007,11488,10730,9287,7617,5489,4189,3617,3080,2262,1931
2003,NJ,11360,45008,58061,62274,55603,50229,52367,61131,68544,72694,66645,56967,48410,36970,29045,26678,23707,17419,14398
2003,NM,2631,10430,12788,14540,14707,13623,11482,11572,12243,14144,13713,12556,10268,7961,6528,5562,4437,3056,2399
2003,NV,3248,12742,15544,16107,14097,14915,15713,17076,17219,17409,16196,14563,13121,10514,8249,6598,5045,3094,2010
2003,NY,24238,95540,124222,137092,132047,130311,127516,137399,146766,152750,141606,126739,106024,82204,66083,59008,51682,37453,32612
2003,OH,14293,59170,76672,83685,81045,77745,69111,75331,79877,89554,88459,78041,62980,49754,40300,36185,32477,23024,18590
2003,OK,4642,18853,23020,24983,25822,26964,21486,22478,22526,26098,25346,22398,19313,15450,12879,11003,9177,6413,5336
2003,OR,4370,17821,22536,24685,24544,24826,23065,24647,23815,26475,27503,26014,20958,15412,11872,10340,9339,7136,6136
2003,PA,14002,57255,76406,87164,87405,80033,69652,78179,86873,97566,96580,85158,70717,55898,46559,44707,41754,30614,25064
2003,RI,1241,5028,6718,7421,7828,7720,6440,7106,7990,8617,8208,7084,5936,4371,3490,3347,3280,2539,2232
2003,SC,5255,21715,26782,30185,29812,29751,26385,28324,29423,31372,30533,27887,24312,18982,15286,12484,10177,6967,5218
2003,SD,924,3905,5014,5536,5983,5608,4259,4358,4710,5674,5592,4899,3798,3001,2548,2412,2157,1638,1596
2003,TN,7386,30466,38061,41131,39225,40823,37572,41075,42230,45000,43735,39431,33841,26594,21345,17630,14465,10020,8031
2003,TX,35760,137530,162366,171408,168081,169837,156622,164519,160173,169581,156118,132335,106712,79012,63391,53507,43172,29497,23625
2003,UT,4647,17624,19663,19570,20765,24319,18685,16521,14214,15127,14338,12089,9456,7164,5704,4879,4032,2906,2305
2003,VA,9408,37860,46933,51502,50856,51707,47002,53190,56756,60254,56729,49899,42145,31264,23805,20075,16631,11634,9073
2003,VT,609,2609,3665,4413,4799,4079,3064,3804,4337,5115,5162,4727,3843,2803,2139,1867,1603,1151,1037
2003,WA,7746,31578,40232,44484,43499,43889,39309,43602,44603,49080,48208,42854,34770,24786,18642,15790,13881,10666,9031
2003,WI,6657,27418,35680,40054,41157,38574,31714,35790,39378,44495,42318,37112,29227,22594,18274,16608,14640,10978,10001
2003,WV,1974,7979,10237,11398,11734,12377,10407,11458,11774,13287,14110,13686,11295,9140,7729,6763,5880,3927,3073
2003,WY,605,2445,3114,3537,3916,3822,2804,2968,3027,3850,4205,3710,2901,2191,1696,1436,1159,822,668
2004,AK,913,3716,4687,5530,5344,4982,4171,4332,4586,5445,5641,4950,3607,2308,1411,1031,738,444,283
2004,AL,5654,23366,29413,32292,32177,32337,28042,29655,30218,33904,33772,30468,26756,21252,17426,14487,11827,8248,6378
2004,AR,3546,14566,18049,19156,19225,19442,17540,17298,17684,19887,19286,17686,16039,13198,10819,9019,7429,5319,4476
2004,AZ,8826,33994,39221,41713,40150,41065,39780,38866,38148,40829,38131,34316,30576,25205,21135,18196,15026,10585,7760
2004,CA,51681,201769,248218,279509,261283,263304,254877,264476,267708,278928,258097,224080,185054,134810,105362,88982,76853,58739,46805
2004,CO,6418,25689,29896,32150,32365,33590,32324,34453,33208,37016,36046,32150,25557,17759,13102,10636,8742,6443,5255
2004,CT,4130,17212,23150,25401,24154,20392,19180,22504,26265,29515,28319,24225,21107,15822,11787,10561,9817,7881,7201
2004,DC,721,2451,2768,3319,3773,5135,5287,5022,4235,4079,3827,3713,3187,2474,1811,1533,1369,1062,875
2004,DE,1082,4265,5210,5881,5943,5729,5310,5345,5972,6541,6303,5438,4887,3929,3157,2738,2202,1559,1207
2004,FL,20632,82639,100910,114587,113141,112117,102039,111346,119818,134502,126630,112717,103227,88400,77834,70805,62715,45335,35055
2004,GA,12888,51408,60299,65212,62951,64265,61122,66829,66914,69587,63965,55555,47228,34528,25724,20248,15995,11284,8891
2004,HI,1788,6354,7729,8779,8314,9522,8425,8434,8681,9502,9558,9206,7886,5731,4431,3995,3688,2671,2137
2004,IA,3561,14779,18847,20610,21643,21804,16533,17737,18475,21899,21972,20154,16459,12866,10769,9507,8865,6943,6681
2004,ID,2102,8315,10087,10698,10889,10533,8876,8787,8706,9819,9780,9038,7485,5783,4517,3621,3049,2310,1945
2004,IL,17230,69192,85773,92808,90065,88892,85146,89153,89708,97671,94077,82403,67947,52059,40932,34666,30815,23354,20157
2004,IN,8366,33814,42576,45376,45222,45107,38958,41295,42454,47773,46776,41653,34835,26780,21085,17862,15811,11563,9561
2004,KS,3628,15022,18530,19629,20524,20684,16114,17261,17209,20467,20373,18067,14627,10986,8864,7877,7125,5572,5143
2004,KY,5201,21207,26585,28344,27986,29793,26252,28093,28867,31809,31326,28222,24414,18953,15095,12407,10181,7251,5717
2004,LA,6221,25449,30815,33835,34748,35986,29569,28985,30239,34069,33808,30108,25045,19138,15244,12714,10741,7451,5721
2004,MA,7553,30663,39449,43759,44980,42772,41273,43822,48562,52680,49942,43820,37755,27851,21305,19252,17852,13926,12409
2004,MD,7270,29028,36123,41171,39006,35681,34590,37533,42392,46917,44144,38533,33037,24194,17931,14766,12825,9519,7510
2004,ME,1359,5574,7594,8927,9322,7713,6788,7874,9166,10826,10915,10117,8622,6504,5158,4448,3883,2810,2462
2004,MI,12633,52090,68094,76225,73628,68942,58975,66655,69937,78266,78579,69521,57715,44028,33870,28965,26033,19100,15550
2004,MN,6738,26669,33544,36867,37767,35769,31940,33191,35727,41544,39686,34703,27578,20840,16014,13665,12190,9529,9176
2004,MO,7341,29423,37347,41236,41490,40991,35052,36770,37973,44531,43185,38113,32608,26052,20860,17949,15470,11413,9821
2004,MS,3946,16145,19841,21846,21850,22272,17989,18631,18615,20917,20682,18352,15775,12335,10273,8329,6858,4744,3874
2004,MT,1027,4305,5583,6412,6973,6651,4865,5218,5329,6928,7456,7122,5780,4446,3462,2878,2432,1832,1639
2004,NC,11305,46046,54920,59498,58568,58998,55811,62375,62158,66309,62873,56680,50032,38466,30513,24936,20715,14518,11303
2004,ND,701,2899,3774,4231,5103,5911,3449,3696,3689,4619,4875,4408,3412,2596,2240,2031,1879,1439,1492
2004,NE,2406,9574,11530,12496,13097,13014,10487,11072,10960,12939,12823,11651,9307,7047,5776,5180,4673,3553,3372
2004,NH,1418,5981,8185,9420,9418,7922,6571,8245,9705,11408,11021,9498,8071,5816,4338,3639,3137,2300,2021
2004,NJ,11330,45311,57260,62115,56954,50627,52629,59436,66604,72746,68146,58072,50104,38147,29451,26067,23413,17823,14574
2004,NM,2621,10607,12702,14445,14786,14055,11874,11549,12014,14097,13910,12882,10959,8334,6756,5626,4441,3172,2434
2004,NV,3405,13319,15917,16774,14895,15503,16688,17432,17574,18153,16838,15296,14034,11276,8722,6792,5169,3283,2123
2004,NY,24133,94961,120856,135485,133787,130755,129061,132652,142583,152579,143651,128037,110418,84303,66964,57880,51259,38445,32994
2004,OH,14403,58811,75891,83050,81725,77099,70510,73041,77999,88257,89463,79419,66484,50881,41109,35316,32032,23517,18902
2004,OK,4637,18947,23045,24760,25696,27390,21936,22351,21906,25871,25528,22910,19989,16048,13085,11048,9088,6569,5316
2004,OR,4284,17808,22449,24402,24671,24768,23216,24340,23652,26204,27153,26686,22178,16361,12343,10323,9252,7312,6318
2004,PA,14122,57484,75122,86392,88686,80732,71310,75664,84645,96397,97793,87256,73922,57690,47066,43265,41049,31060,25467
2004,RI,1271,4982,6554,7340,8027,7771,6612,6848,7791,8548,8321,7219,6197,4570,3516,3230,3225,2576,2304
2004,SC,5368,21937,26763,30002,30527,30318,27006,28090,28893,31774,30962,28512,25533,19988,15746,12671,10157,7235,5393
2004,SD,979,3951,4993,5440,5939,5777,4377,4318,4535,5609,5639,5103,4039,3151,2589,2372,2132,1677,1630
2004,TN,7485,30675,38196,41097,40017,41033,38513,40660,41470,45295,44181,40135,35415,27681,21944,17728,14384,10252,8150
2004,TX,36062,141416,162492,173339,170241,172336,159051,164879,159246,170942,159810,136881,112508,83202,65133,53850,43480,30635,23942
2004,UT,4769,18042,20227,19578,20655,24019,19415,17103,14278,15083,14523,12613,9948,7621,5914,4909,4079,2985,2361
2004,VA,9695,38629,46942,51773,51887,53130,47924,52497,55641,60681,58001,51026,44386,32816,24550,20017,16585,11966,9313
2004,VT,617,2586,3572,4321,4827,4211,3043,3696,4166,5044,5191,4821,4072,2973,2192,1844,1599,1185,1051
2004,WA,7985,31756,40202,44407,44046,44047,40278,42832,44193,49011,48633,44170,36844,26468,19380,15803,13797,10907,9297
2004,WI,6739,27547,35445,39718,41190,39091,32232,35068,38225,44258,43051,38230,30919,23376,18736,16326,14581,11151,10193
2004,WV,2026,8048,10163,11325,11738,12191,10504,11313,11598,13087,14094,13750,12018,9325,7945,6601,5790,4014,3084
2004,WY,613,2493,3096,3524,3856,3945,2930,2985,2941,3734,4194,3868,3068,2291,1755,1417,1175,846,685
2005,AK,939,3762,4633,5345,5358,5198,4331,4253,4543,5316,5634,5129,3894,2463,1473,1051,773,458,314
2005,AL,5709,23369,29497,31964,32732,32319,28718,29176,30000,33599,34126,31174,28111,21784,17752,14674,11888,8289,6570
2005,AR,3640,14777,18279,19029,19443,19311,18237,17134,17602,19795,19573,18077,16698,13542,11039,9126,7443,5352,4561
2005,AZ,9163,35364,40084,42416,41848,41476,41796,39197,39216,41384,39656,35754,32778,26736,22131,18577,15419,10995,8153
2005,CA,51881,202939,242302,277109,267999,264438,259398,256853,267855,276227,262622,229285,194866,139690,107508,89040,76875,59826,49036
2005,CO,6475,26130,30198,31958,32794,33671,32494,33660,33566,36367,36642,33043,27342,18749,13591,10799,8847,6581,5496
2005,CT,4008,17014,22811,25016,24790,21028,19304,21510,25757,29198,28828,24891,21916,16305,11902,10371,9686,7934,7427
2005,DC,714,2478,2593,3146,3850,5324,5396,4868,4282,3985,3823,3680,3320,2492,1844,1496,1329,1057,902
2005,DE,1103,4341,5223,5854,6125,5803,5520,5196,5933,6541,6453,5651,5150,4126,3245,2789,2227,1598,1272
2005,FL,21267,84962,102056,114879,117469,115197,106910,110747,120496,136131,131317,117384,109259,92356,80366,70927,62980,46132,36174
2005,GA,13019,52680,61366,65427,64937,63330,62185,65586,67357,70391,65769,57190,50186,36170,26792,20847,16257,11454,9299
2005,HI,1738,6520,7630,8671,8411,9721,8913,8324,8737,9427,9632,9306,8314,6100,4595,3961,3665,2805,2274
2005,IA,3593,14834,18832,20315,21582,21839,16843,17540,18219,21334,22097,20665,17373,13141,10873,9445,8715,6975,6778
2005,ID,2164,8626,10404,10770,11041,10664,9243,8926,8860,9737,9991,9397,8007,6135,4729,3726,3094,2357,2030
2005,IL,16760,69090,84504,91868,90952,88321,86148,86795,88994,95816,95188,84220,71639,53061,41388,34261,30642,23561,20601
2005,IN,8232,34032,42830,45037,45897,44935,39803,40555,42073,47132,47316,42682,36696,27536,21467,17778,15737,11759,9802
2005,KS,3588,15079,18584,19344,20497,20823,16172,16962,17072,19914,20485,18642,15486,11321,8942,7809,7081,5597,5252
2005,KY,5238,21305,26680,28220,28421,29433,26936,27656,28567,31519,31648,28932,25689,19475,15475,12514,10275,7418,5881
2005,LA,6219,25528,30739,33309,34595,35720,30860,28428,29803,33386,34119,30972,26387,19719,15545,12741,10757,7486,5884
2005,MA,7307,30271,38733,42832,45889,43180,41348,41662,47464,52016,50525,44679,39349,28796,21371,18941,17616,13966,12738
2005,MD,7237,29183,35739,40530,40048,36412,35801,36318,41694,46601,44915,39425,34409,25059,18305,14739,12746,9649,7897
2005,ME,1343,5617,7505,8676,9358,7897,6877,7531,8992,10633,11008,10290,9120,6805,5211,4466,3869,2865,2510
2005,MI,12267,51679,67061,74496,74824,68580,59415,64104,69040,76622,78830,71057,60726,45268,34277,28748,25824,19433,16015
2005,MN,6678,27033,33443,36166,37747,36229,32702,32367,35207,40624,40389,35720,29193,21492,16386,13619,12144,9635,9331
2005,MO,7329,29710,37365,40604,41947,41129,36072,35971,37559,43721,43967,39210,34180,26756,21189,18000,15392,11573,10014
2005,MS,3938,16220,19787,21518,22011,21934,18486,18361,18487,20677,20843,18877,16622,12611,10502,8444,6894,4755,3977
2005,MT,1031,4388,5570,6256,6920,6846,5004,5218,5285,6666,7506,7322,6184,4648,3583,2880,2480,1837,1694
2005,NC,11578,46758,55909,59591,60471,59780,56112,61387,62896,66643,64424,58277,52828,40209,31268,25456,20872,14851,11696
2005,ND,718,2933,3736,4128,4987,6029,3469,3700,3613,4432,4874,4565,3623,2694,2221,2004,1880,1436,1489
2005,NE,2367,9796,11512,12298,13046,13266,10526,11091,10858,12548,12997,11916,9895,7237,5814,5165,4669,3598,3438
2005,NH,1473,5952,7988,9255,9572,8166,6630,7924,9461,11274,11231,9798,8510,6088,4396,3635,3136,2349,2094
2005,NJ,10803,45299,56616,61291,58481,50882,53286,57238,65327,72053,69340,59345,52172,38966,29799,25498,23156,17907,15081
2005,NM,2722,10721,12753,14252,14882,14127,12413,11445,11975,13925,14156,13199,11698,8709,7009,5743,4550,3255,2536
2005,NV,3540,13873,16252,17160,15754,16102,17785,17546,18082,18634,17479,15956,14855,11822,9022,6917,5281,3417,2262
2005,NY,23396,94022,117704,132292,136059,131308,130568,127078,139915,150176,145466,129632,115296,85758,67417,57074,50802,38747,34048
2005,OH,14061,58562,75330,81665,82442,76257,72126,70504,77078,86373,89795,81188,70404,51788,41282,35046,31692,23885,19438
2005,OK,4739,19148,23233,24418,25728,27275,22472,22228,21811,25241,25808,23549,20795,16471,13236,11153,9121,6573,5369
2005,OR,4380,17884,22499,24114,25032,24795,23732,24052,24210,25785,27081,27148,23698,17250,12801,10454,9215,7421,6504
2005,PA,13939,57635,74270,84836,90238,81309,73123,72942,83354,94823,98504,89529,77875,58977,47201,42332,40414,31334,26276
2005,RI,1174,4935,6374,7115,8105,7854,6613,6497,7586,8393,8324,7397,6455,4712,3530,3133,3116,2592,2337
2005,SC,5407,22091,27092,29533,31332,30381,27748,27563,28852,31703,31416,29185,26923,20943,16261,13084,10218,7351,5600
2005,SD,981,4022,5008,5323,5852,5798,4506,4324,4444,5446,5684,5267,4323,3262,2617,2349,2141,1669,1656
2005,TN,7494,31025,38579,41042,41035,41059,39551,39955,41482,45291,44755,41110,37183,28654,22620,17994,14505,10451,8375
2005,TX,36220,144429,164495,173877,172913,173476,163060,164326,161079,170217,163620,141839,118995,87230,66593,54666,44284,31350,24919
2005,UT,4745,18558,20861,19813,20794,23874,19925,17797,14787,14924,14795,13157,10684,8007,6161,5049,4171,3082,2463
2005,VA,9691,39356,46970,51467,52886,54426,49154,51492,55249,60576,59012,52307,46391,34097,25373,20172,16771,12247,9681
2005,VT,594,2607,3471,4204,4827,4319,3047,3561,4086,4933,5188,4928,4264,3115,2248,1840,1597,1215,1070
2005,WA,7956,31965,40264,43864,44630,44517,41697,41701,44717,48394,49005,45399,39128,27997,20188,15991,13771,11021,9641
2005,WI,6673,27659,35355,39049,41206,39497,32731,34406,37585,43434,43731,39341,32828,24110,19023,16173,14629,11307,10422
2005,WV,1966,8112,10146,11122,11776,11951,10707,11183,11505,12860,14004,13872,12670,9548,7989,6608,5771,4081,3103
2005,WY,636,2549,3132,3434,3789,3962,3086,2992,2958,3575,4164,3988,3274,2386,1797,1425,1187,853,707
2006,AK,939,3807,4684,5205,5391,5295,4529,4224,4552,5095,5639,5278,4199,2581,1584,1053,787,473,339
2006,AL,5855,23286,29999,31830,33351,32264,29929,28479,30528,33052,34546,32023,29484,22374,18201,14925,12006,8393,6759
2006,AR,3721,14985,18552,19034,19753,19158,18972,16967,17954,19542,19899,18582,17451,13842,11425,9328,7432,5426,4687
2006,AZ,9332,36457,41597,43213,43428,42051,44085,39553,40779,41596,41028,37227,35000,28130,23200,19025,15618,11177,8607
2006,CA,51662,201531,240437,273067,273987,264149,265393,250797,268536,271557,265440,234806,203410,144620,109576,88993,76251,59761,50997
2006,CO,6541,26420,31097,31986,33111,34083,33546,33200,34519,35578,37147,33955,29274,19685,14303,11094,9088,6752,5801
2006,CT,3960,16815,22568,24768,25120,21460,19498,20712,25260,28724,29230,25709,22636,16887,12115,10196,9580,7854,7669
2006,DC,724,2396,2590,2996,3939,5557,5631,4870,4317,3940,3825,3613,3457,2514,1873,1472,1270,1036,913
2006,DE,1106,4377,5287,5807,6264,5884,5693,5054,5924,6492,6583,5846,5446,4286,3426,2817,2305,1640,1315
2006,FL,21828,85526,104370,114772,121044,117614,112284,109046,121965,135485,135336,121220,114617,95431,82071,70727,62603,46032,37401
2006,GA,13374,53181,63612,66120,66955,64402,64990,64666,69246,70736,67526,59111,52975,37755,28398,21722,16673,11790,9739
2006,HI,1754,6630,7589,8539,8622,9780,9285,8263,8856,9311,9636,9492,8674,6461,4742,3922,3636,2869,2390
2006,IA,3781,14931,18973,20041,21632,21815,17344,17140,18321,20572,22253,21037,18456,13349,11012,9469,8634,6982,6924
2006,ID,2245,8913,10783,10880,11190,10730,9787,8982,9198,9627,10223,9711,8577,6449,5036,3886,3143,2388,2132
2006,IL,16591,68029,84317,90885,91672,87851,88063,84795,89185,93380,95987,85879,75296,54104,41946,34098,30313,23546,21145
2006,IN,8425,33853,43250,44961,46530,44678,40872,39509,42546,45960,47889,43687,38704,28031,22101,17856,15652,11856,10156
2006,KS,3666,15009,18727,19269,20351,20884,16906,16683,17211,19130,20562,19032,16387,11574,9116,7762,7037,5590,5392
2006,KY,5323,21292,27041,28114,28712,28574,27808,26805,28860,31026,32048,29580,27087,19934,15959,12721,10359,7463,6090
2006,LA,4990,23277,28527,30282,32310,32581,29738,25616,27835,30708,32493,30128,26596,19222,15258,12212,10159,7199,5690
2006,MA,7355,29655,38480,41998,46508,44204,41553,40093,46545,51004,51041,45489,41072,29608,21744,18652,17294,13967,13104
2006,MD,7252,29021,35673,39735,40775,36989,37003,35264,41266,45712,45607,40143,35904,25654,18743,14749,12649,9646,8324
2006,ME,1350,5593,7458,8445,9336,7961,6975,7244,8892,10339,11067,10454,9658,7024,5328,4501,3898,2896,2600
2006,MI,12160,50636,66533,72609,75640,67791,60489,60580,68725,74410,78799,72371,63961,46251,35022,28682,25687,19592,16704
2006,MN,6793,27201,33657,35756,37706,36537,33634,31745,35155,39262,41110,36598,31086,21984,16938,13718,12152,9690,9634
2006,MO,7496,29840,37627,40190,42260,41060,37644,35059,37849,42363,44664,40279,36078,27272,21770,18137,15374,11640,10254
2006,MS,3923,15977,19790,21246,22055,21320,18915,17744,18510,20117,20892,19253,17407,12865,10658,8487,6900,4738,3986
2006,MT,1071,4450,5635,6144,6861,6962,5290,5144,5385,6391,7499,7484,6621,4805,3748,2940,2513,1862,1740
2006,NC,11901,47217,57989,59803,62255,61750,57533,60479,64883,66557,65994,60139,55589,42021,32687,26403,21277,15201,12355
2006,ND,738,2993,3675,4045,4883,6171,3663,3634,3597,4218,4834,4700,3824,2781,2232,2020,1835,1458,1524
2006,NE,2393,9887,11640,12123,12947,13265,10881,10930,10925,12053,13072,12140,10556,7405,5899,5144,4659,3637,3518
2006,NH,1468,5939,7913,9056,9665,8273,6789,7553,9368,10948,11489,10102,8997,6310,4566,3717,3149,2377,2210
2006,NJ,10536,44775,55994,60559,59443,51374,53473,55388,64341,70841,70162,60797,53978,39962,30177,25182,22912,17837,15729
2006,NM,2709,10929,12889,14075,14944,14089,12903,11467,12046,13571,14448,13555,12492,9141,7314,5873,4654,3310,2646
2006,NV,3708,14490,16684,17631,16610,16748,18888,17739,18881,18924,18179,16573,15712,12235,9408,7077,5360,3512,2393
2006,NY,23306,92140,116077,129364,137498,132082,132277,123043,137798,147120,146653,131435,119575,87687,67772,56331,49985,38789,35034
2006,OH,14231,57630,75192,80473,83095,75526,73445,67690,77216,83613,90091,82812,74377,52480,42061,34977,31338,24111,20226
2006,OK,4833,19397,23722,24315,25859,27113,23558,21959,22304,24450,26152,24173,21842,16841,13595,11327,9148,6662,5525
2006,OR,4494,18018,22798,24001,25380,24842,24563,23942,24909,25257,27174,27495,25284,18051,13487,10614,9167,7466,6794
2006,PA,14159,57338,74250,83430,91362,82441,74891,70474,83125,92535,99133,91602,82096,59960,47883,41721,39701,31491,27317
2006,RI,1163,4809,6243,6880,8243,7879,6689,6135,7359,8158,8376,7566,6686,4871,3591,3046,3041,2580,2435
2006,SC,5689,22198,27697,29280,32074,30577,28892,27049,29347,31569,32005,29953,28377,21942,17233,13629,10414,7525,5925
2006,SD,994,4144,4999,5302,5765,5830,4661,4274,4450,5251,5716,5446,4620,3366,2675,2337,2153,1689,1702
2006,TN,7758,31088,39449,41127,41975,40403,41040,38982,42268,45041,45470,42263,39151,29578,23480,18616,14727,10634,8710
2006,TX,37022,147207,170518,176938,177050,175131,169226,164528,166095,169518,168158,147524,126525,91025,69550,56016,45133,32263,25992
2006,UT,4949,19090,21711,20202,21015,23451,21241,18050,15507,14781,15138,13659,11501,8353,6461,5197,4300,3157,2611
2006,VA,9783,39446,47594,50962,53876,55483,50754,50351,55535,59823,59966,53675,48395,35122,26197,20417,16866,12381,10187
2006,VT,566,2582,3443,4073,4824,4369,3129,3407,4044,4753,5218,4995,4518,3217,2332,1853,1602,1229,1115
2006,WA,8340,32214,40824,43535,45315,44950,43857,41262,45679,47449,49530,46569,41488,29446,21256,16283,13870,11083,10148
2006,WI,6774,27647,35581,38435,41081,39629,33658,33444,37259,42206,44340,40294,34811,24780,19389,16142,14671,11320,10705
2006,WV,2005,8059,10183,11004,11842,11714,10973,10811,11670,12604,13902,13935,13401,9748,8121,6658,5729,4134,3190
2006,WY,675,2629,3187,3364,3769,3992,3309,2975,3035,3429,4144,4109,3534,2456,1850,1453,1185,852,732
2007,AK,979,3850,4688,5057,5356,5293,4755,4229,4537,4886,5537,5401,4303,2867,1719,1096,789,483,354
2007,AL,6043,23399,30229,31688,33769,32376,30396,28243,30905,32306,34496,32934,29514,24128,18723,15047,11960,8502,6921
2007,AR,3827,15107,18774,19022,19944,19155,19205,16949,18108,19114,19915,19096,17399,14815,11844,9395,7424,5448,4764
2007,AZ,9527,37248,42696,43810,44724,42757,44944,39992,41761,41186,41961,38608,35562,30298,24285,19504,15783,11290,9052
2007,CA,52356,201448,239415,267742,278961,265480,268816,248411,267088,266035,266765,241213,203984,157106,113687,90220,75893,59828,53425
2007,CO,6681,26809,31984,32031,33419,33899,34614,33277,35290,34752,37347,34944,29813,22000,15122,11337,9233,6838,6091
2007,CT,4011,16616,22306,24547,25295,21758,19821,20327,24671,27989,29323,26467,22309,18341,12708,10138,9393,7825,7872
2007,DC,766,2406,2504,2847,3986,5713,5906,4867,4347,3866,3783,3654,3398,2678,1948,1462,1212,1026,943
2007,DE,1143,4415,5395,5722,6398,6005,5767,5011,5866,6400,6662,6089,5438,4642,3637,2825,2334,1662,1381
2007,FL,22129,85733,105323,113933,122923,119425,115166,107716,122184,132734,137115,124948,114702,101680,84821,71521,62094,46501,38791
2007,GA,13939,54136,65571,66805,68700,64806,66347,64073,70557,70536,68887,61561,53405,41662,29892,22279,17006,11956,10060
2007,HI,1838,6720,7619,8393,8645,9425,9351,8142,8807,9143,9632,9625,8888,6985,4950,3889,3565,2916,2516
2007,IA,3857,15169,19107,19784,21660,21277,18218,17124,18175,19842,22127,21341,18734,14449,11261,9544,8512,6995,7067
2007,ID,2354,9199,11135,11068,11339,10709,10164,9308,9417,9507,10307,9991,8832,7035,5310,4017,3179,2401,2224
2007,IL,16820,67536,84452,89763,92351,87570,89134,84172,89104,90980,95872,87988,75331,58200,43495,34271,29819,23576,21776
2007,IN,8525,34097,43583,44698,47065,44247,41596,39168,42680,44798,47822,44820,38840,30385,22976,17997,15453,11957,10504
2007,KS,3829,15125,19125,19161,20341,20308,17717,16682,17261,18363,20483,19531,16547,12663,9396,7765,6950,5575,5533
